"Time (Y, M, D, T, min, sec)","Time < 1s","OUT1"
1/13/2025 1:39:25 PM,0.0967500,0.45363
1/13/2025 1:39:25 PM,0.1592500,0.44437
1/13/2025 1:39:25 PM,0.2217500,0.44470
1/13/2025 1:39:25 PM,0.2842500,0.44973
1/13/2025 1:39:25 PM,0.3467500,0.45073
1/13/2025 1:39:25 PM,0.4092500,0.44700
1/13/2025 1:39:25 PM,0.4717500,0.44893
1/13/2025 1:39:25 PM,0.5342500,0.45192
1/13/2025 1:39:25 PM,0.5967500,0.45082
1/13/2025 1:39:25 PM,0.6592500,0.44851
1/13/2025 1:39:25 PM,0.7217500,0.44324
1/13/2025 1:39:25 PM,0.7842500,0.43815
1/13/2025 1:39:25 PM,0.8467500,0.43837
1/13/2025 1:39:25 PM,0.9092500,0.44305
1/13/2025 1:39:25 PM,0.9717500,0.44522
1/13/2025 1:39:26 PM,0.0342500,0.44341
1/13/2025 1:39:26 PM,0.0967500,0.44356
1/13/2025 1:39:26 PM,0.1592500,0.45462
1/13/2025 1:39:26 PM,0.2217500,0.46139
1/13/2025 1:39:26 PM,0.2842500,0.45062
1/13/2025 1:39:26 PM,0.3467500,0.44137
1/13/2025 1:39:26 PM,0.4092500,0.44298
1/13/2025 1:39:26 PM,0.4717500,0.44843
1/13/2025 1:39:26 PM,0.5342500,0.44922
1/13/2025 1:39:26 PM,0.5967500,0.44605
1/13/2025 1:39:26 PM,0.6592500,0.44663
1/13/2025 1:39:26 PM,0.7217500,0.44888
1/13/2025 1:39:26 PM,0.7842500,0.45287
1/13/2025 1:39:26 PM,0.8467500,0.45759
1/13/2025 1:39:26 PM,0.9092500,0.46097
1/13/2025 1:39:26 PM,0.9717500,0.46660
1/13/2025 1:39:27 PM,0.0342500,0.46856
1/13/2025 1:39:27 PM,0.0967500,0.46798
1/13/2025 1:39:27 PM,0.1592500,0.47482
1/13/2025 1:39:27 PM,0.2217500,0.48549
1/13/2025 1:39:27 PM,0.2842500,0.49309
1/13/2025 1:39:27 PM,0.3467500,0.48477
1/13/2025 1:39:27 PM,0.4092500,0.47136
1/13/2025 1:39:27 PM,0.4717500,0.47031
1/13/2025 1:39:27 PM,0.5342500,0.48717
1/13/2025 1:39:27 PM,0.5967500,0.49291
1/13/2025 1:39:27 PM,0.6592500,0.47445
1/13/2025 1:39:27 PM,0.7217500,0.46483
1/13/2025 1:39:27 PM,0.7842500,0.46873
1/13/2025 1:39:27 PM,0.8467500,0.47285
1/13/2025 1:39:27 PM,0.9092500,0.46791
1/13/2025 1:39:27 PM,0.9717500,0.45821
1/13/2025 1:39:28 PM,0.0342500,0.45108
1/13/2025 1:39:28 PM,0.0967500,0.44546
1/13/2025 1:39:28 PM,0.1592500,0.44475
1/13/2025 1:39:28 PM,0.2217500,0.44690
1/13/2025 1:39:28 PM,0.2842500,0.44683
1/13/2025 1:39:28 PM,0.3467500,0.44641
1/13/2025 1:39:28 PM,0.4092500,0.44968
1/13/2025 1:39:28 PM,0.4717500,0.45440
1/13/2025 1:39:28 PM,0.5342500,0.45902
1/13/2025 1:39:28 PM,0.5967500,0.46268
1/13/2025 1:39:28 PM,0.6592500,0.46732
1/13/2025 1:39:28 PM,0.7217500,0.47372
1/13/2025 1:39:28 PM,0.7842500,0.48528
1/13/2025 1:39:28 PM,0.8467500,0.49887
1/13/2025 1:39:28 PM,0.9092500,0.50696
1/13/2025 1:39:28 PM,0.9717500,0.51823
1/13/2025 1:39:29 PM,0.0342500,0.55818
1/13/2025 1:39:29 PM,0.0967500,0.56027
1/13/2025 1:39:29 PM,0.1592500,0.52375
1/13/2025 1:39:29 PM,0.2217500,0.51777
1/13/2025 1:39:29 PM,0.2842500,0.54056
1/13/2025 1:39:29 PM,0.3467500,0.55276
1/13/2025 1:39:29 PM,0.4092500,0.54646
1/13/2025 1:39:29 PM,0.4717500,0.55043
1/13/2025 1:39:29 PM,0.5342500,0.55560
1/13/2025 1:39:29 PM,0.5967500,0.56617
1/13/2025 1:39:29 PM,0.6592500,0.58203
1/13/2025 1:39:29 PM,0.7217500,0.57358
1/13/2025 1:39:29 PM,0.7842500,0.53886
1/13/2025 1:39:29 PM,0.8467500,0.52053
1/13/2025 1:39:29 PM,0.9092500,0.51114
1/13/2025 1:39:29 PM,0.9717500,0.49216
1/13/2025 1:39:30 PM,0.0342500,0.47578
1/13/2025 1:39:30 PM,0.0967500,0.47142
1/13/2025 1:39:30 PM,0.1592500,0.46918
1/13/2025 1:39:30 PM,0.2217500,0.46109
1/13/2025 1:39:30 PM,0.2842500,0.45029
1/13/2025 1:39:30 PM,0.3467500,0.44002
1/13/2025 1:39:30 PM,0.4092500,0.43200
1/13/2025 1:39:30 PM,0.4717500,0.42692
1/13/2025 1:39:30 PM,0.5342500,0.42438
1/13/2025 1:39:30 PM,0.5967500,0.42760
1/13/2025 1:39:30 PM,0.6592500,0.42568
1/13/2025 1:39:30 PM,0.7217500,0.42137
1/13/2025 1:39:30 PM,0.7842500,0.42560
1/13/2025 1:39:30 PM,0.8467500,0.42482
1/13/2025 1:39:30 PM,0.9092500,0.41969
1/13/2025 1:39:30 PM,0.9717500,0.42015
1/13/2025 1:39:31 PM,0.0342500,0.42444
1/13/2025 1:39:31 PM,0.0967500,0.42824
1/13/2025 1:39:31 PM,0.1592500,0.42471
1/13/2025 1:39:31 PM,0.2217500,0.42071
1/13/2025 1:39:31 PM,0.2842500,0.42495
1/13/2025 1:39:31 PM,0.3467500,0.42857
1/13/2025 1:39:31 PM,0.4092500,0.42871
1/13/2025 1:39:31 PM,0.4717500,0.42651
1/13/2025 1:39:31 PM,0.5342500,0.42625
1/13/2025 1:39:31 PM,0.5967500,0.42569
1/13/2025 1:39:31 PM,0.6592500,0.43442
1/13/2025 1:39:31 PM,0.7217500,0.45040
1/13/2025 1:39:31 PM,0.7842500,0.44549
1/13/2025 1:39:31 PM,0.8467500,0.43239
1/13/2025 1:39:31 PM,0.9092500,0.42883
1/13/2025 1:39:31 PM,0.9717500,0.41979
1/13/2025 1:39:32 PM,0.0342500,0.41657
1/13/2025 1:39:32 PM,0.0967500,0.41789
1/13/2025 1:39:32 PM,0.1592500,0.41621
1/13/2025 1:39:32 PM,0.2217500,0.41271
1/13/2025 1:39:32 PM,0.2842500,0.41082
1/13/2025 1:39:32 PM,0.3467500,0.41111
1/13/2025 1:39:32 PM,0.4092500,0.41530
1/13/2025 1:39:32 PM,0.4717500,0.41894
1/13/2025 1:39:32 PM,0.5342500,0.41838
1/13/2025 1:39:32 PM,0.5967500,0.42306
1/13/2025 1:39:32 PM,0.6592500,0.44583
1/13/2025 1:39:32 PM,0.7217500,0.44443
1/13/2025 1:39:32 PM,0.7842500,0.41935
1/13/2025 1:39:32 PM,0.8467500,0.41484
1/13/2025 1:39:32 PM,0.9092500,0.42077
1/13/2025 1:39:32 PM,0.9717500,0.42004
1/13/2025 1:39:33 PM,0.0342500,0.41154
1/13/2025 1:39:33 PM,0.0967500,0.41017
1/13/2025 1:39:33 PM,0.1592500,0.41744
1/13/2025 1:39:33 PM,0.2217500,0.43364
1/13/2025 1:39:33 PM,0.2842500,0.47128
1/13/2025 1:39:33 PM,0.3467500,0.53251
1/13/2025 1:39:33 PM,0.4092500,0.53540
1/13/2025 1:39:33 PM,0.4717500,0.52108
1/13/2025 1:39:33 PM,0.5342500,0.52250
1/13/2025 1:39:33 PM,0.5967500,0.47362
1/13/2025 1:39:33 PM,0.6592500,0.42403
1/13/2025 1:39:33 PM,0.7217500,0.41086
1/13/2025 1:39:33 PM,0.7842500,0.40007
1/13/2025 1:39:33 PM,0.8467500,0.38983
1/13/2025 1:39:33 PM,0.9092500,0.38678
1/13/2025 1:39:33 PM,0.9717500,0.38674
1/13/2025 1:39:34 PM,0.0342500,0.38620
1/13/2025 1:39:34 PM,0.0967500,0.38561
1/13/2025 1:39:34 PM,0.1592500,0.38983
1/13/2025 1:39:34 PM,0.2217500,0.39596
1/13/2025 1:39:34 PM,0.2842500,0.40886
1/13/2025 1:39:34 PM,0.3467500,0.44181
1/13/2025 1:39:34 PM,0.4092500,0.48012
1/13/2025 1:39:34 PM,0.4717500,0.52677
1/13/2025 1:39:34 PM,0.5342500,0.53910
1/13/2025 1:39:34 PM,0.5967500,0.52598
1/13/2025 1:39:34 PM,0.6592500,0.54074
1/13/2025 1:39:34 PM,0.7217500,0.59050
1/13/2025 1:39:34 PM,0.7842500,0.59837
1/13/2025 1:39:34 PM,0.8467500,0.53373
1/13/2025 1:39:34 PM,0.9092500,0.48031
1/13/2025 1:39:34 PM,0.9717500,0.46241
1/13/2025 1:39:35 PM,0.0342500,0.45919
1/13/2025 1:39:35 PM,0.0967500,0.45328
1/13/2025 1:39:35 PM,0.1592500,0.44156
1/13/2025 1:39:35 PM,0.2217500,0.43172
1/13/2025 1:39:35 PM,0.2842500,0.42844
1/13/2025 1:39:35 PM,0.3467500,0.42976
1/13/2025 1:39:35 PM,0.4092500,0.42659
1/13/2025 1:39:35 PM,0.4717500,0.42240
1/13/2025 1:39:35 PM,0.5342500,0.41892
1/13/2025 1:39:35 PM,0.5967500,0.41757
1/13/2025 1:39:35 PM,0.6592500,0.41871
1/13/2025 1:39:35 PM,0.7217500,0.41995
1/13/2025 1:39:35 PM,0.7842500,0.42952
1/13/2025 1:39:35 PM,0.8467500,0.43813
1/13/2025 1:39:35 PM,0.9092500,0.43961
1/13/2025 1:39:35 PM,0.9717500,0.44129
1/13/2025 1:39:36 PM,0.0342500,0.44597
1/13/2025 1:39:36 PM,0.0967500,0.45112
1/13/2025 1:39:36 PM,0.1592500,0.45187
1/13/2025 1:39:36 PM,0.2217500,0.45381
1/13/2025 1:39:36 PM,0.2842500,0.46452
1/13/2025 1:39:36 PM,0.3467500,0.48159
1/13/2025 1:39:36 PM,0.4092500,0.49159
1/13/2025 1:39:36 PM,0.4717500,0.49279
1/13/2025 1:39:36 PM,0.5342500,0.50381
1/13/2025 1:39:36 PM,0.5967500,0.52245
1/13/2025 1:39:36 PM,0.6592500,0.51487
1/13/2025 1:39:36 PM,0.7217500,0.50294
1/13/2025 1:39:36 PM,0.7842500,0.49124
1/13/2025 1:39:36 PM,0.8467500,0.47079
1/13/2025 1:39:36 PM,0.9092500,0.46530
1/13/2025 1:39:36 PM,0.9717500,0.46664
1/13/2025 1:39:37 PM,0.0342500,0.47718
1/13/2025 1:39:37 PM,0.0967500,0.49710
1/13/2025 1:39:37 PM,0.1592500,0.50492
1/13/2025 1:39:37 PM,0.2217500,0.49968
1/13/2025 1:39:37 PM,0.2842500,0.49397
1/13/2025 1:39:37 PM,0.3467500,0.49577
1/13/2025 1:39:37 PM,0.4092500,0.50229
1/13/2025 1:39:37 PM,0.4717500,0.50536
1/13/2025 1:39:37 PM,0.5342500,0.51380
1/13/2025 1:39:37 PM,0.5967500,0.51726
1/13/2025 1:39:37 PM,0.6592500,0.51460
1/13/2025 1:39:37 PM,0.7217500,0.51962
1/13/2025 1:39:37 PM,0.7842500,0.53492
1/13/2025 1:39:37 PM,0.8467500,0.56536
1/13/2025 1:39:37 PM,0.9092500,0.55507
1/13/2025 1:39:37 PM,0.9717500,0.52316
1/13/2025 1:39:38 PM,0.0342500,0.51047
1/13/2025 1:39:38 PM,0.0967500,0.49154
1/13/2025 1:39:38 PM,0.1592500,0.47749
1/13/2025 1:39:38 PM,0.2217500,0.46534
1/13/2025 1:39:38 PM,0.2842500,0.45675
1/13/2025 1:39:38 PM,0.3467500,0.45456
1/13/2025 1:39:38 PM,0.4092500,0.44892
1/13/2025 1:39:38 PM,0.4717500,0.44267
1/13/2025 1:39:38 PM,0.5342500,0.44029
1/13/2025 1:39:38 PM,0.5967500,0.44009
1/13/2025 1:39:38 PM,0.6592500,0.43913
1/13/2025 1:39:38 PM,0.7217500,0.43252
1/13/2025 1:39:38 PM,0.7842500,0.42591
1/13/2025 1:39:38 PM,0.8467500,0.42276
1/13/2025 1:39:38 PM,0.9092500,0.41963
1/13/2025 1:39:38 PM,0.9717500,0.41804
1/13/2025 1:39:39 PM,0.0342500,0.41792
1/13/2025 1:39:39 PM,0.0967500,0.41885
1/13/2025 1:39:39 PM,0.1592500,0.42060
1/13/2025 1:39:39 PM,0.2217500,0.42247
1/13/2025 1:39:39 PM,0.2842500,0.42648
1/13/2025 1:39:39 PM,0.3467500,0.42965
1/13/2025 1:39:39 PM,0.4092500,0.43183
1/13/2025 1:39:39 PM,0.4717500,0.43547
1/13/2025 1:39:39 PM,0.5342500,0.43592
1/13/2025 1:39:39 PM,0.5967500,0.43602
1/13/2025 1:39:39 PM,0.6592500,0.44162
1/13/2025 1:39:39 PM,0.7217500,0.44691
1/13/2025 1:39:39 PM,0.7842500,0.44938
1/13/2025 1:39:39 PM,0.8467500,0.45523
1/13/2025 1:39:39 PM,0.9092500,0.45743
1/13/2025 1:39:39 PM,0.9717500,0.45216
1/13/2025 1:39:40 PM,0.0342500,0.44882
1/13/2025 1:39:40 PM,0.0967500,0.45076
1/13/2025 1:39:40 PM,0.1592500,0.45602
1/13/2025 1:39:40 PM,0.2217500,0.46183
1/13/2025 1:39:40 PM,0.2842500,0.46226
1/13/2025 1:39:40 PM,0.3467500,0.45907
1/13/2025 1:39:40 PM,0.4092500,0.46237
1/13/2025 1:39:40 PM,0.4717500,0.46185
1/13/2025 1:39:40 PM,0.5342500,0.45393
1/13/2025 1:39:40 PM,0.5967500,0.44982
1/13/2025 1:39:40 PM,0.6592500,0.45006
1/13/2025 1:39:40 PM,0.7217500,0.45052
1/13/2025 1:39:40 PM,0.7842500,0.44891
1/13/2025 1:39:40 PM,0.8467500,0.44787
1/13/2025 1:39:40 PM,0.9092500,0.44660
1/13/2025 1:39:40 PM,0.9717500,0.44510
1/13/2025 1:39:41 PM,0.0342500,0.44503
1/13/2025 1:39:41 PM,0.0967500,0.44603
1/13/2025 1:39:41 PM,0.1592500,0.44705
1/13/2025 1:39:41 PM,0.2217500,0.44751
1/13/2025 1:39:41 PM,0.2842500,0.44926
1/13/2025 1:39:41 PM,0.3467500,0.45496
1/13/2025 1:39:41 PM,0.4092500,0.46101
1/13/2025 1:39:41 PM,0.4717500,0.46385
1/13/2025 1:39:41 PM,0.5342500,0.46221
1/13/2025 1:39:41 PM,0.5967500,0.45881
1/13/2025 1:39:41 PM,0.6592500,0.45947
1/13/2025 1:39:41 PM,0.7217500,0.46195
1/13/2025 1:39:41 PM,0.7842500,0.46294
1/13/2025 1:39:41 PM,0.8467500,0.46543
1/13/2025 1:39:41 PM,0.9092500,0.47304
1/13/2025 1:39:41 PM,0.9717500,0.47422
1/13/2025 1:39:42 PM,0.0342500,0.47119
1/13/2025 1:39:42 PM,0.0967500,0.47338
1/13/2025 1:39:42 PM,0.1592500,0.47446
1/13/2025 1:39:42 PM,0.2217500,0.47734
1/13/2025 1:39:42 PM,0.2842500,0.48141
1/13/2025 1:39:42 PM,0.3467500,0.48219
1/13/2025 1:39:42 PM,0.4092500,0.48266
1/13/2025 1:39:42 PM,0.4717500,0.48329
1/13/2025 1:39:42 PM,0.5342500,0.49060
1/13/2025 1:39:42 PM,0.5967500,0.49428
1/13/2025 1:39:42 PM,0.6592500,0.49225
1/13/2025 1:39:42 PM,0.7217500,0.49655
1/13/2025 1:39:42 PM,0.7842500,0.50237
1/13/2025 1:39:42 PM,0.8467500,0.51176
1/13/2025 1:39:42 PM,0.9092500,0.51529
1/13/2025 1:39:42 PM,0.9717500,0.51054
1/13/2025 1:39:43 PM,0.0342500,0.50992
1/13/2025 1:39:43 PM,0.0967500,0.50738
1/13/2025 1:39:43 PM,0.1592500,0.50493
1/13/2025 1:39:43 PM,0.2217500,0.50486
1/13/2025 1:39:43 PM,0.2842500,0.50366
1/13/2025 1:39:43 PM,0.3467500,0.50185
1/13/2025 1:39:43 PM,0.4092500,0.50539
1/13/2025 1:39:43 PM,0.4717500,0.52113
1/13/2025 1:39:43 PM,0.5342500,0.52526
1/13/2025 1:39:43 PM,0.5967500,0.51953
1/13/2025 1:39:43 PM,0.6592500,0.51590
1/13/2025 1:39:43 PM,0.7217500,0.49863
1/13/2025 1:39:43 PM,0.7842500,0.48447
1/13/2025 1:39:43 PM,0.8467500,0.49234
1/13/2025 1:39:43 PM,0.9092500,0.49702
1/13/2025 1:39:43 PM,0.9717500,0.48050
1/13/2025 1:39:44 PM,0.0342500,0.47852
1/13/2025 1:39:44 PM,0.0967500,0.49056
1/13/2025 1:39:44 PM,0.1592500,0.50071
1/13/2025 1:39:44 PM,0.2217500,0.50593
1/13/2025 1:39:44 PM,0.2842500,0.50886
1/13/2025 1:39:44 PM,0.3467500,0.51181
1/13/2025 1:39:44 PM,0.4092500,0.51414
1/13/2025 1:39:44 PM,0.4717500,0.51834
1/13/2025 1:39:44 PM,0.5342500,0.52492
1/13/2025 1:39:44 PM,0.5967500,0.53019
1/13/2025 1:39:44 PM,0.6592500,0.53277
1/13/2025 1:39:44 PM,0.7217500,0.52904
1/13/2025 1:39:44 PM,0.7842500,0.52143
1/13/2025 1:39:44 PM,0.8467500,-99.99999
1/13/2025 1:39:44 PM,0.9092500,-99.99999
1/13/2025 1:39:44 PM,0.9717500,-99.99999
1/13/2025 1:39:45 PM,0.0342500,-99.99999
1/13/2025 1:39:45 PM,0.0967500,-99.99999
1/13/2025 1:39:45 PM,0.1592500,-99.99999
1/13/2025 1:39:45 PM,0.2217500,-99.99999
1/13/2025 1:39:45 PM,0.2842500,-99.99999
1/13/2025 1:39:45 PM,0.3467500,-99.99999
1/13/2025 1:39:45 PM,0.4092500,-99.99999
1/13/2025 1:39:45 PM,0.4717500,-99.99999
1/13/2025 1:39:45 PM,0.5342500,-99.99999
1/13/2025 1:39:45 PM,0.5967500,-99.99999
1/13/2025 1:39:45 PM,0.6592500,-99.99999
1/13/2025 1:39:45 PM,0.7217500,-99.99999
1/13/2025 1:39:45 PM,0.7842500,-99.99999
1/13/2025 1:39:45 PM,0.8467500,-99.99999
1/13/2025 1:39:45 PM,0.9092500,-99.99999
1/13/2025 1:39:45 PM,0.9717500,-99.99999
1/13/2025 1:39:46 PM,0.0342500,-99.99999
1/13/2025 1:39:46 PM,0.0967500,-99.99999
1/13/2025 1:39:46 PM,0.1592500,-99.99999
1/13/2025 1:39:46 PM,0.2217500,-99.99999
1/13/2025 1:39:46 PM,0.2842500,-99.99999
1/13/2025 1:39:46 PM,0.3467500,-99.99999
1/13/2025 1:39:46 PM,0.4092500,-99.99999
1/13/2025 1:39:46 PM,0.4717500,-99.99999
1/13/2025 1:39:46 PM,0.5342500,-99.99999
1/13/2025 1:39:46 PM,0.5967500,-99.99999
1/13/2025 1:39:46 PM,0.6592500,-99.99999
1/13/2025 1:39:46 PM,0.7217500,-99.99999
1/13/2025 1:39:46 PM,0.7842500,-99.99999
1/13/2025 1:39:46 PM,0.8467500,-99.99999
1/13/2025 1:39:46 PM,0.9092500,-99.99999
1/13/2025 1:39:46 PM,0.9717500,-99.99999
1/13/2025 1:39:47 PM,0.0342500,-99.99999
